,text,sentiment
3135,RT @jsn2007: They fixed the VA yet there are no mammogram machines at our only VA hospital. #gopdebates,Negative
3136,Lol- I just realized there are people that are taking this Trump run for presidency FOR REAL.  My bad.  #GOPDebate,Negative
3137,"#GOPDebate When they all stand on stage together,
it looks like a @realDonaldTrump cabinet meeting.",Positive
3138,RT @PhillyD: Bringing up the Constitution or Ronald Reagan at the #GOPDebate is like when a musician screams the name of the city he is pla…,Neutral
3139,RT @lizadonnelly: I put pearls on Jeb! because he looks like his mom. I drew the #GOPdebate last night… https://t.co/MQRw3Qy5YB,Negative
3140,#GOPdebates Did they just say schools should be local &amp; state run but keep receiving fed money no matter what?,Negative
3141,"Wow, everybody's tweeting about @FoxNews', @megynkelly's bad treatment of @realDonaldTrump and #GOPDebates!  Agreed!",Negative
3142,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
3143,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
3144,"Every @tedcruz answer at #GOPDebate: 50 sec of ""everyone is corrupt and/or immoral and everything stinks,"" followed by 10 sec of ""not me.""",Negative
3145,#gopdebate Trump says on the one hand everyone is too PC. EXCEPT when Megan Kelly hurt HIS feelings NOW he might not be nice to HER anymore.,Negative
3146,Ben Carson rocks out the final thoughts!!!!! #GOPDebates #GOPDebate,Positive
3147,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative
3148,"The real winner of the ""kids' table"" #GOPdebate? Dick Cheney http://t.co/zMwOlH7vWe #UnitedBlue #Hillary2016 #MorningJoe",Neutral
3149,"Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates",Negative
3150,THESE PEOPLE NEED TO HAVE A SEAT!! #GOPDebates,Neutral
3151,RT WinesdayPodcast : An update on FoxNews tech failures for the #GOPDebate http://t.co/FGGlf2J5HU http://t.co/Zw35DkUozi,Negative
3152,@Livestream #GOPDebate as an  Independent voter I wanted 2 C why should I even consider voting Republican,Neutral
3153,"RT @danholler: Cruz hit unconstitutional executive actions, #PlannedParenthood, religious liberty and Iran deal in final answer. #GOPDebate",Neutral
3154,#GOPDebate who really thinks that US manufacturing can be competitive in labor-intensive industries?,Negative
3155,"Thx to @FlashReport For the ink. #POTUS #GOPDebate @Brietbart 

http://t.co/VtZMLUJRQi",Negative
3156,Finally home so that I can watch the #GOPDebates,Neutral
3157,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
3158,RT @bg440_: Jindall and Fiorina are the only two that stand out in the opening act #GOPDebate,Neutral
3159,"RT @JillStanek: ""I think future generations will look back and call us barbarians for killing millions of babies."" ~@MarcoRubio #GOPDebate …",Negative
3160,"RT @pattonoswalt: ""Yeah, I was pro-abortion. But that was the scene at Limelight in the 80s. It was a different time."" -- Donald Trump #GOP…",Neutral
3161,I forgot Ted Cruz was there #GOPDebates,Neutral
3162,Progressives are unable to be reconciled with and have no interest in it. They fight to win. We need a conqueror not a placater. #GOPDebate,Negative
3163,Watching the #debate and waiting for Ashton to run onto the stage.  #GOPDebates,Neutral
3164,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
3165,RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL https://t…,Negative
3166,RT @feministabulous: FYI: Planned Parenthood is more popular than any man on stage right now: http://t.co/IFPy8t26WB #GOPDebate,Neutral
3167,"BBCWorld: RT BBCJonSopel: In midst of #GOPDebate came big blow to BarackObama with announcement that leading Jewish Democrat, Sen. Schumer,…",Neutral
3168,"MK: ""Mr. Jackson, you molested &amp; paid off young boys...""
MJ: ""Only my Macauley Culkin.""
*audience roars with laughter, applause*
#GOPDebate",Neutral
3169,"Respecting women is  being ""politically correct"", but  then you complain about being bullied during the questioning? OK
#GOPDebate",Negative
3170,Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #uniteblue #cnn #p2,Negative
3171,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
3172,"RT @tpirkl: #GOPDebate was a hot mess &amp; #FoxNews gets some blame but this was a setup by #GOP to crush #Trump, ignore #Cruz &amp; prop up #Jeb.…",Negative
3173,"RT @SupermanHotMale: Dear Ted Cruz, what do scriptures say about you lying about our very good President? That's what I thought #GopDebates",Negative
3174,RT @Uptomyknees: The Facebook logos on stage during a debate between potential leaders of our nation is chillingly sinister in such a blata…,Negative
3175,"RT @fakedansavage: Kelly: ""You call women you don't like 'fat pigs,' 'dogs,' and 'disgusting animals.'"" Trump: ""Only Rosie O'Donnell."" Crow…",Neutral
3176,RT @KLSouth: .@marthamaccallum &amp; @BillHemmer arrogant/snarky on #GOPDebates. The NY &amp; DC Media complex are slimy. Our America is not their …,Negative
3177,Ben Carson asked to comment on Lenny Kravitz wardrobe malfunction #GOPDebates,Neutral
3178,"RT @Tombx7M: Will someone please tell Megyn it's not about her.
#kellyfile #GOPDebate",Negative
3179,"The Republican Party wakes up with a huge hangover, a splitting headache and no idea why it's in bed with Donald Trump. #GOPDebate #RSG15",Negative
3180,".@ChrisChristie: ""I can't tell the difference between American citizens and terrorists.""
#GOPDebates https://t.co/Xn5aVN8F8s",Neutral
3181,Most fun video from @HuffingtonPost re @realDonaldTrump at #GOPDebate Keep driving the #GOPClownCar down the road https://t.co/pL0VFy0HzB,Neutral
3182,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…",Negative
3183,"According to @gov, the most-retweeted candidate tweet of the #GOPDebate didn't come from a Republican: https://t.co/cUv3aF58UA",Neutral
3184,RT @ChristianMale87: I took screenshots of the results of the .@FoxNews #ElectionHQ from the #GOPDebate. Not surprised by the results. http…,Neutral
3185,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
3186,"You hear that, GOP candidates? Kasich said God wants America to succeed.  Too bad some of you, at least, wanted America to fail! #GOPDebates",Positive
3187,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
3188,"RT @Cameron_Gray: I thought a #FOXNewsDebate would be the last place I'd hear ""Oh yeah, let's squeeze in a quick final question about veter…",Negative
3189,RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @ronprada_soho  @francie57 @MemphisJohnny1 @Floridagordon @floridajewel…,Neutral
3190,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
3191,If you're a woman who supports R party please wake up and get informed. #GOPDebate,Negative
3192,I don’t feel like Rubio answered the question about small businesses. #GOPDebate,Negative
3193,"The #AmericanRevolution fought against George III. I don't think we need Bush III, although I have nothing against Jeb #GOPDebate",Neutral
3194,"RT @DeborahPeasley: ""They call me Jeb"". -- uh.... yeah. It's your name. #GOPDebate",Neutral
3195,"RT @monaeltahawy: #WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.c…",Negative
3196,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
3197,Where do I find a YouTube compilation of all the ridiculous things said last night? #GOPDebate,Negative
3198,RT @ItsShoBoy: #GOPDebate’s Biggest Winners–And Losers http://t.co/wMmnx3AjGE Latin@s Think All @GOP Lost Because #ImmigrationReform #TNTVo…,Negative
3199,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
3200,RT @laureldavilacpa: #GOPdebate Perry wants war! #IranDeal #Hillary2016 #UniteBlue #PDMFNB #p2 http://t.co/I3UxAhYmJg,Negative
3201,RT @AgainstCronyCap: Fiorina calls Trump out for giving to Hillary's Senate run http://t.co/huTOQZGYud #Trump2016 #GOPDebate http://t.co/1X…,Positive
3202,RT @britt27ash: Current mood re: #GOPDebate http://t.co/GFSNEDXEoj,Negative
3203,Trump can't say when he became Conservative because HES NOT #tcot #ccot #GOPDebate #TrojanHorseTrump #GOPDebates #FoxDebate,Positive
3204,Interesting #GOPDebate Friday analysis contrast between nat'l chattering class &amp; FL politicos. Far fewer @marcorubio mentions outside of FL.,Neutral
3205,RT @62Valdovinos: @POTUS just watched the #GOPDebate  He got a good laugh. #UniteBlue #LibCrib #TYT #tcot #topprog #p2 #TNTweeters http://t…,Negative
3206,"@ESQPolitics ""Zygote Americans"" - the winingest takeaway of the winner of the #GOPDebate Thank you, Sir.",Negative
3207,RT @RWSurferGirl: A big problem facing Democrats will be how to get Hillary sober long enough for her to debate? #toot #GOPDebates,Negative
3208,"Donald Trump: Border ethnographer.
""But I went there and that's what people told me!!!""

#GOPDebate #RogueSociologist",Neutral
3209,Wait what? There can be debate about who did best in last night's #GOPDebate but it certainly wasn't @RandPaul...  https://t.co/wKLkMkDfIk,Negative
3210,Serious Q: Do other civilized (interpret that how you will) nations allow their elections to turn into such a circus of clowns? #GOPDebate,Negative
3211,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",Neutral
3212,Tried watching the #GOPDebate for entertainment purposes  All them candidates made my nerves bad #DonaldTrump,Negative
3213,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate 😒 --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",Negative
3214,RT @RWSurferGirl: .@GovChristie Just got his ass served to him by @RandPaul 🇺🇸 #GOPDebates  #GOPDebates,Negative
3215,RT @cenkuygur: Did Scott Walker just say he has a harlot? #GOPDebate,Negative
3216,Relevant after last night's #GOPDebate  http://t.co/dSUVHB0lgd,Neutral
3217,RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates,Negative
3218,Isn't there a joke about a Polish missile defense network? #GOPDebates,Neutral
3219,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,Negative
3220,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
3221,Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled the previous record for most-watched primary debate in history.,Positive
3222,It's @ChrisChristie vs. @MikeHuckabeeGOP on Social Security. Nice exchange on both sides. #GOPdebates #LZDebates,Positive
3223,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Neutral
3224,"RT @abb_robertsCBN: “I think most ppl in america understand that people, not the government creates job” @ScottWalker #GOPdebate",Positive
3225,RT @seanhannity: .@realDonaldTrump: Now some of the people you would least expect are calling me up and apologizing. #Hannity #GOPDebate,Neutral
3226,Came in the negro barbershop asked about the #GOPDebate.... they told me to shut up,Negative
3227,BWAHAHA!! Love this #tweet! #GOPDebate #GOPDebates  https://t.co/NZiNvXFDCD,Positive
3228,"Those are the things that God should take care of, so she asked if they had any word from God yet. #GOPDebate  https://t.co/QnzD1e5znb",Neutral
3229,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",Positive
3230,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
3231,RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @gottalaff @Truman_Town  @SusieMadrak @JAMES_X_ @BorowitzReport,Neutral
3232,"RT @PaulProvenza: ""To honor the people that died"".You mean the ones your brother sent there with a lie? Just wanna be sure those are the sa…",Negative
3233,So about Kelly last night: stopped clocks. #GOPDebate,Neutral
3234,"RT @IronHide_81: Oh yes, we have to go to a ""commercial break"" the only time @tedcruz wants to add a comment. So sick of this bullshit. #GO…",Negative
3235,"Really, Marco Rubio won last night's #GOPDebate? Which debate was I watching?",Negative
3236,Why the national debt is increasing instead of decreasing? @realDonaldTrump and I will solve this problem! #GOPDebate #Inconsistent,Negative
3237,"RT @BRios82: Yes, @JebBush Obama's dividing the country by creating jobs, ending wars, achieving diplomacy w/ Iran &amp; giving people Healthca…",Negative
3238,"RT @deray: In the end, Bingo! #GOPDebate http://t.co/xul0Y2qXp6",Negative
3239,"@MahaKylie exon mobile and chevron corp wouldn't want their new candidates spreading the truth, after all they just bought them #GOPDebate",Negative
3240,RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? #GOPDebates #womensrights  #combover http://t.co/IS9GYB7P31,Negative
3241,"When Trump says it its not being PC, if you say it about Trump his lawyer calls you. #hypocrisy #GOPDebate #UniteBlue",Negative
3242,&gt;@realDonaldTrump has now spent more time attacking @megynkelly on Twitter than he spent on any #GOPdebate subject. http://t.co/L9WWPiEHdI,Negative
3243,"One thing you can say about the #GOPDebate last night, #DonaldTrump pretty much screwed himself of any chance of becoming President -",Negative
3244,#GOPDebate @chriswallace @megynkelly @BretBaier I was really looking forward to a real debate of the candidates not an attack on Trump,Negative
3245,RT @APechtold: Dominant thema #GOPDebate ... Abortus! 2015?????,Negative
3246,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
3247,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative
3248,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
3249,"RT @ShannonBream: ""Russian and Chinese govts probably know more about Hillary's email than Congress does.""  - says @GovWalker #GOPdebate",Neutral
3250,Christie's dad worked in an ice cream plant. That explains it. #GOPDebates,Negative
3251,"RT @full_of_moxie: it's such a low bar we set, but I was mostly impressed with @JohnKasich's ability to act like he had some sense on stage…",Positive
3252,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,Negative
3253,"Fox News clearly have a hair, dress and complexion code for the presenters. As for #GOPDebate, talk about middle aged men in suits!....",Neutral
3254,"Donald Trump, Rosie O’Donnell Feud: #DonaldTrump Slams #MegynKelly &amp; ‘Fat Pig’ #RosieODonnell [Video] http://t.co/VDNBhh6i7p #GOPdebate #GOP",Negative
3255,"RT @Norsu2: Rand Paul could drop out of top 10 w dreadful, petulent debate. Fiorina moves up #gopdebate #tcot",Negative
3256,@foxnewspolitics #GOPDebate #MeganKelly  the 1 clear looser last night was Fox New ' s Fair &amp; Balanced reputation.,Negative
3257,RT @hbludman: They'd rather talk about @HillaryClinton than debate the issues. Somewhere Hillary is laughing. #GOPDebates,Negative
3258,hadiyah: Jen Bush looks like an Art Teacher for an inner city school and everyday his car gets vandalized.  #GOPDebate,Negative
3259,"RT @revjudegeiger: The #GOPDebate  talked about ""what if"" terrorism were to happen in our country again. White Supremacy is alive and well.…",Negative
3260,First Reagan invocation at 30 minutes. #GOPDebate,Neutral
3261,"In honor of last night's #GOPDebate, I'd like to add an exclamation point to the end of my name, and maybe get it put on Jeb! vanity plate.",Positive
3262,Ben Carson pulled the Saul Alinsky card. #GOPDebates,Neutral
3263,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive
3264,".@realDonaldTrump Aww, does him have a sad because he thinks the Fox News reporter was mean during the debate? #GOPDebate #DonaldTrump",Negative
3265,Cruz talking about leading from behind is laughable since he wants to be behind on the 21st century with social issues! #GOPDebates,Negative
3266,RT @troydanielsmith: Drew from @WetHot could grow up to be Rand Paul. #GOPDebate @ThomasBarbusca,Neutral
3267,"If the moderators followed up every lip service rant with ""ok, how?"" this debate would reveal everything you need to know. #GOPDebates",Negative
3268,RT @gamermatt117: @saladinahmed I think after the #GOPDebate Cthulhu is a pretty solid choice as well.,Negative
3269,"RT @AmyMek: The Torched has been passed -&gt;.@CandyCrowley is no longer the most Famous Political Assassin! Congratulations @megynkelly, U Wi…",Negative
3270,RT @JoyCaresCLE: Very cute! Can we vote a dog on the dollar bill or for president? #GOPDebate #InDogWeTrust  https://t.co/YLAyUl8kaM,Neutral
3271,"Now I know I was right about #GOPDebate. If Sally Kohn agrees with her, she was definitely out of line! https://t.co/JudMM4iT3j",Negative
3272,Great. Even more people saw hack @megynkelly at #GOPdebate: Early numbers suggest record audience http://t.co/IIl0XF6T3p @foxNews,Neutral
3273,"RT @KimAcheson: In two hours and with ten candidates the word ""peace"" has yet to be said. Citizens of America I give you your GOP. #GOPDeba…",Negative
3274,@JebBush makes HUGE promises and claims he can create 19million jobs. 3x what daddy and W did combined. #GOPDebates Please don't lie Jeb.,Negative
3275,There are grown ass adult women on the Right who seem to enjoy being treated like incompetent children. #PlannedParenthood #GOPDebate,Negative
3276,RT @Leapoverthat: #GOPDebate had lower attendance than the national spelling bee and its opponents are probably less qualified http://t.co/…,Negative
3277,"@RWSurferGirl This #GOPDebates is so biased against Trump and others, it's not funny!",Negative
3278,"RT @Joy__Hart: Slash #SS #medicare said, Chris Christie ...... who will never be President #GopDebates #foxdebate",Negative
3279,RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? #GOPDebates #womensrights  #combover http://t.co/IS9GYB7P31,Neutral
3280,"After #GOPDebate #FeelTheBern can step over fallen #Hillary2016
#Justice #FBI #FEC to dissect too of 22nd Amendment: http://t.co/4ljEUG3gyE?",Positive
3281,"RT @ScottTrace: My only #GOPdebate comment: They're unanimous re: defunding women's health care, &amp;  killing Iran nuclear deal - prefer a mi…",Negative
3282,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
3283,Is this episode of the apprentices #GOPDebates,Negative
3284,"@BenCarson2016 may have separated conjoined twins, but @realDonaldTrump created the duckface.  Why wouldn't he bring this up? #GOPDebate",Negative
3285,"RT @Will_Bunch: So smart of Kasich to say, essentially, ""I hear the concerns of Trump voters except that I'm sane"" #GOPDebates",Positive
3286,"RT @IanSams: On #VRA50, the Voting Rights Act wasn't mentioned in the #GOPDebate.

Sadly not shocking. That's why HRC took 'em on. http://t…",Negative
3287,"Meanwhile, Ted Cruz wants to limit immigration. I guess after him, fuck everyone else, right? #GOPDebate #Canadian",Negative
3288,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? 🇺🇸 #GOPDebates  #GOPDebate",Negative
3289,So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative
3290,Cracking up at @theskimm summary of the #GOPDebate http://t.co/909US3fVLi,Positive
3291,RT @BryanLowry3: Reminder that Common Core was not created by the federal government. Was created by Natl. Governors Association. #GOPDebate,Neutral
3292,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
3293,"@riley1999 @megynkelly is a closet democrat; actually, after the #GOPDebate she's come out of the closet #KellyFile #KellyFailed",Negative
3294,"RT @lumpyponytail: All these clowns saying ""i cant be a bigot i have 1 gay friend!!!"" #GOPDebate",Negative
3295,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",Neutral
3296,"RT @irritatedwoman: Retweeted ✯✯Gene McVay✯✯ (@GeneMcVay):

#GOPDebate proved that @FoxNews is ALL IN for another liberal... http://t.co/Dz…",Negative
3297,RT @ctmommy: pre-debate @megynkelly “Oh we have a secret plan on how to deal with @realDonaldTrump…” LOL. TO INCREASE HIS SUPPORT???  @FoxN…,Negative
3298,"RT @Sir_Max: bentonlee1: RT DrMartyFox: #Trump Wins Drudge 
Debate Poll 

➡️ By A Landslide 

#TedCruz #2 

#GOPDebate #PJNET🇺🇸… http://t.c…",Positive
3299,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
3300,@RealBenCarson and a few others aren't getting any time to debate. In a real debate everybody gets involved. #GOP2016 #GOPDebate #GOPDebates,Positive
3301,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,Negative
3302,RT @ZwigZag: Can we ask Scott Walker why he's disenfranchising hundreds of thousands of people with voter ID laws? #GOPDebate #debatewithbe…,Negative
3303,"RT @ElizabethND04: But, Trump wins the awkwardly pursed lips battle...as always. #GOPDebate #FoxDebate #FOXNEWSDEBATE @BuckSexton  https://…",Negative
3304,"RT @SSReaney: @megynkelly MostStupidQ #GOPDebate 11 M+ illegals in this country &amp; Chris Wallace asks Trump for ""proof"" that they're crossin…",Negative
3305,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
3306,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…",Negative
3307,"I barely know how to manage my life,  but I think I have a good shot at running for president now.  #gopdebate",Negative
3308,RT @NicoleT_E86: @megynkelly @FrankLuntz I used to like you but not anymore. You should read the tweets - you did an awful job tonight. #GO…,Negative
3309,"RT @DanRyckert: I don't understand politics but I understand wrestling, so all I know from watching the #GOPDebate is that Trump cuts the b…",Negative
3310,Republicans Hate Gun-Free Zones But Held #GOPDebate In Gun-Free Zone  https://t.co/0rlAyowQW1,Negative
3311,My take on the #GOPDebate: it wasn't a true debate. Except for a handful of onstage battles it was really just people answering questions,Negative
3312,@POTUS just watched the #GOPDebate  He got a good laugh. #UniteBlue #LibCrib #TYT #tcot #topprog #p2 #TNTweeters http://t.co/virJzqbGuW,Negative
3313,RT @UsesBadWords: I honestly miss Mitt Romney now. All these buffoons are out of their minds. #GOPDebates,Negative
3314,Donald Trump responded to Megyn Kelly's accusations of misogyny by calling her a bimbo. #GOPDebate,Negative
3315,RT @sduncan: Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.co/rPqiu6uLvO,Negative
3316,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Neutral
3317,“Are We Being Punk’d?” Twitter Has A Field Day With Round 1 Of The #GOPDebates http://t.co/3QiNxty4E5,Neutral
3318,"RT @MarkDiStef: As an Australian watching the #GOPDebate, this is simply most awesome and batshit insane political event I've ever seen.",Negative
3319,RT @AllieRenison: This is true. Fox News team hit it out of the park for last night's #GOPDebate - moderators did a first-rate job https://…,Positive
3320,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
3321,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
3322,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",Negative
3323,RT @FightFor15PA The #GOP presidential candidates mentioned #MinimumWage a total of 0 times during the #GOPDebate http://t.co/sw8inDq9SJ,Negative
3324,"#BestDebateQuotes ""First thing I will do as president is rescind all of Obama's executive orders."" #TedCruz2016 #GOPDebates",Positive
3325,Hopefully the next debates will be better this was meh #GOPDebates,Negative
3326,@TheCityClub @ninaturner @ConnieSchultz @JillMillerZimon @danmoulthrop Looking forward to @RepDWStweets thoughts on #GOPDebate #election2016,Neutral
3327,RT @thekevinryder: #GOPDebate (Vine by @dabulldawg88) https://t.co/XKxVDrADce,Neutral
3328,"RT @Hollywoodheat: RT @evanmcmurry According to @gov, the most-retweeted candidate tweet of  #GOPDebate didn't come from a Republican: http…",Neutral
3329,RT @ngomsiv: Donald Trump on the border last week #GOPDebate http://t.co/6UUIbRW06t,Neutral
3330,@NHGOP You built this. #NHpolitics #GOPDebate #VoteBlue2016 https://t.co/gfL7IHpZKF,Neutral
3331,RT @sydneyvl24: Cautiously optimistic is how I feel the morning after. #GOPDebate,Positive
3332,"Who won the #GopDebates?

OBAMA OBAMA OBAMA ! 😂👏👏

#Obama2016",Neutral
3333,"What did you think of tonight's #GOPDebates?
Who's your pick for the Republican Nominee?
#SECPrimary... http://t.co/W3hbRAzu0a",Neutral
3334,"We know you're rich Donald Trump. Really rich. Now can it.
#GOPDebates  #BeerTweets",Negative
3335,"RT @NYCdeb8tr: @redsteeze @dalestokely Megyn Kelly was so over the top, I thought she would announce her candidacy last night. #GOPDebates",Neutral
3336,RT @LeahRBoss: @CarlyFiorina spanked the boys tonight. She wasn't even on my radar. Is now. #GOPDebate,Positive
3337,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,Negative
3338,"Relevant Song of the Day - THE BOXER,Simon Garfunkle i.e. 'candidates  debate' http://t.co/0UxvHaE4UX #gopdebate #politics 📷 @WTCPolitics1",Negative
3339,RT @fourzerotwo: EVERYONE! Everyone shut up! Trump is about to say something... Fffflllluuuughhharrrghhh #GOPDebate http://t.co/0mAmOcu5yE,Negative
3340,Didn't catch the full #GOPdebate last night. Here are some of Scott's best lines in 90 seconds. #Walker16 http://t.co/ZSfFBJmvx8,Positive
3341,"RT @MelissaRyan: ""At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?"" @CarlyFiorina http://t.co/…",Neutral
3342,RT @Kiarri_: Huckabee looks like one of those Muppets up in the balcony. His name even sounds like one. #GOPDebates,Negative
3343,If I were one of the candidates at the #GOPDebate I would have psyched out my opponents with a scorpion bolo tie!,Neutral
3344,RT @ThatJoeMeyers: Nothing like a bunch of men discussing what they believe about a woman's body and her choices for that body. #GOPDebates,Negative
3345,Yup. GONE! #GOPDebates  https://t.co/blsTL0JtKT,Negative
3346,No one on my social media is talking about last night's #GOPDebate.,Neutral
3347,"In #GOPDebate, Rand Paul Goes on Offense http://t.co/AWd9UT0QVw via @usnews #StandWithRand",Neutral
3348,RT @YoungBLKRepub: Retweet if you see a life..... #GOPDebate http://t.co/NVyeiWAzIb,Neutral
3349,RT @fieldnegro: The happiest person in America today after watching those debates is HRC. #GOPDebates.,Positive
3350,"RT @FrankLuntz: I'm waiting for the day Donald Trump pulls off his face and is revealed to be a character performance by Andy Kaufman.

#GO…",Negative
3351,@realDonaldTrump whaah 😭😭 @megynkelly &amp; #foxnews was unfair to me They shouldn't ask questions about what I say 😭😭 #gopdebate,Negative
3352,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates",Neutral
3353,"#GOPDebate #Hillary2016 I share some sentiments, I have some favorites on #GOP side, but I have no enthusiasm, don't want to vote for any.",Negative
3354,"Isn't the point of a debate to get the participants to, you know, debate? #GOPDebate #tcot",Negative
3355,If we want to stop sending foreign aid to places that burn our flag can we start with Berkeley? #GOPDebate #tcot #tlot,Neutral
3356,Lmfao!!! @KingHilarities you'll find this very funny 😂😂😂😂😂😂 https://t.co/rHTbzSJKUe #GOPDebate #Republicandebate #Lmfao,Positive
3357,Rand Paul is out b/c America does not need an isolationist as President &amp; he seemed a little bit negative toward Israel #GOPDebate #RSG15,Negative
3358,RT @jonmcclellan: Miss the #GOPDebate tonight? Be sure to watch @TedCruz strong closing statement.  https://t.co/kQlgCBaV7p #CruzCrew,Positive
3359,"Fox News was the real winner of the #gopDebate http://t.co/dae5e8RjGa via @HuffPostPol | It needs to be called ""The"" #foxnews",Neutral
